title,reply,cluster
犯了故意伤人罪去自首会判多久,1、对于犯罪分子决定刑罚的时候，应当根据犯罪的事实、犯罪的性质、情节和对于社会的危害程度，依照刑法的有关规定判处2、犯罪分子具有刑法规定的从重处罚、从轻处罚情节的，应当在法定刑的限度以内判处刑罚。3、法律链接：《刑法》第二百三十四条【故意伤害罪】故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定的，依照规定。《刑法》第67条:犯罪以后自动投案，如实供述自己的罪行的，是自首。对于自首的犯罪分子，可以从轻或者减轻处罚。其中，犯罪较轻的，可以免除处罚。,5
吸毒史可以报考驾照吗。！？！？！,有吸毒史的人员申请机动车驾驶证，需要申请人在戒毒所戒毒满三年以后，戒所开戒毒完成证明以后，申请人可以持有效期身份证和戒毒证明以后，就可以直接到当地驾车或者车管所报名有车管所查询戒毒证明真实的就可以参加考试取得机动车驾驶证。,5
山杏的重婚案能公开审理吗,不公开审理的案件：1、涉及国家秘密的案件；2、涉及个人隐私的案件；3、十四岁以上不满十六岁未成年人犯罪的案件；经人民法院决定不公开审理的十六岁以上不满十八岁未成年人犯罪的案件；4、经当事人申请，人民法院决定不公开审理的涉及商业秘密的案件；5、经当事人申请，人民法院决定不公开审理的离婚案件；6、法律另由规定的其他不公开审理的案件。法律依据：《刑事诉讼法》第一百八十三条人民法院审判第一审案件应当公开进行。但是有关国家秘密或者个人隐私的案件，不公开审理；涉及商业秘密的案件，当事人申请不公开审理的，可以不公开审理。不公开审理的案件，应当当庭宣布不公开审理的理由。,6
严重超时加班可以随时辞职吗,用人单位超时加班，劳动者是能随时辞职的，劳动者辞职，过了试用期，只需要提前一个月以书面的形式通知用人单位就可以解除劳动关系。可以主张加班费。,8
取保候审了为什么还要去检查院录口供过了几天,虽然你被取保候审了，但是案件还在审理过程中。检察院让你去录口供是合理的。,7
"在捷信贷了一万块钱分36期还,已经还了九期先逾期三个月他们要求我还还款一万二千八，这算不算高利贷",依据《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》，借贷双方约定的利率未超过年利率24%，出借人有权请求借款人按照约定的利率支付利息；但如果借贷双方约定的利率超过年利率36%，则超过年利率36%部分的利息应当被认定无效。《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第二十六条借贷双方约定的利率未超过年利率24%，出借人请求借款人按照约定的利率支付利息的，人民法院应予支持。借贷双方约定的利率超过年利率36%，超过部分的利息约定无效。借款人请求出借人返还已支付的超过年利率36%部分的利息的，人民法院应予支持。,7
夫妻共同财产的一半指定由一个人继承可以吗,夫妻中的一位可以书写合法有效遗嘱，指定继承人来继承属于当事人个人合法拥有的婚后共有财产的一半。《继承法》规定：第十六条公民可以依照本法规定立遗嘱处分个人财产，并可以指定遗嘱执行人。公民可以立遗嘱将个人财产指定由法定继承人的一人或者数人继承。公民可以立遗嘱将个人财产赠给国家、集体或者法定继承人以外的人。第二十六条夫妻在婚姻关系存续期间所得的共同所有的财产，除有约定的以外，如果分割遗产，应当先将共同所有的财产的一半分出为配偶所有，其余的为被继承人的遗产。遗产在家庭共有财产之中的，遗产分割时，应当先分出他人的财产。,0
转让的时候就法人代表签的转让合同，这样合同有效吗,可能会因未经其他合伙人一致同意而无效，但还需结合其他情况分析。,8
找律师办取保候审需要多少钱啊,收费标准不一样，具体的可以咨询下律师。,3
未成年人逼迫未成年人卖淫会怎么处理,【刑事责任年龄】已满十六周岁的人犯罪，应当负刑事责任。已满十四周岁不满十六周岁的人，犯故意杀人、故意伤害致人重伤或者死亡、强奸、抢劫、贩卖毒品、放火、爆炸、投毒罪的，应当负刑事责任。已满十四周岁不满十八周岁的人犯罪，应当从轻或者减轻处罚。因不满十六周岁不予刑事处罚的，责令他的家长或者监护人加以管教；在必要的时候，也可以由政府收容教养。第三百五十九条【引诱、容留、介绍卖淫罪；引诱幼女卖淫罪】引诱、容留、介绍他人卖淫的，处五年以下有期徒刑、拘役或者管制，并处罚金；情节严重的，处五年以上有期徒刑，并处罚金。《最高人民检察院、公安部关于公安机关管辖的刑事案件立案追诉标准的规定（一）》，2008年6月25日施行），引诱、容留、介绍他人卖淫，涉嫌下列情形之一的，应予立案追诉：（一）引诱、容留、介绍二人次以上卖淫的；（二）引诱、容留、介绍已满十四周岁未满十八周岁的未成年人卖淫的；（三）被引诱、容留、介绍卖淫的人患有艾滋病或者患有梅毒、淋病等严重性病的；（四）其他引诱、容留、介绍卖淫应予追究刑事责任的情形。《中华人民共和国治安管理处罚法》第十二条已满十四周岁不满十八周岁的人违反治安管理的，从轻或者减轻处罚；不满十四周岁的人违反治安管理的，不予处罚，但是应当责令其监护人严加管教。第六十七条引诱、容留、介绍他人卖淫的，处十日以上十五日以下拘留，可以并处五千元以下罚款；情节较轻的，处五日以下拘留或者五百元以下罚款。,11
一切协议只要有双方签字同意就是有法律效果的吗,不一定协议书是经过协商所取得的一致意见，把这些意见用书面形式表现出来，就成为协议书。它是有关企业事业单位、团体或个人共同协商订立的一种具有经济或其他关系的契约。广义讲，合同是一种协议；狭义讲，协议书与合同又有区别：一般情况下，协议书指的是单位之间就重大原则性的问题达成的协议并写成的条款；而“合同”则是指两个或两个以上当事人之间，在办理某事时，为了确定各自的权利和义务而订立的共同遵守的条文。就复杂的经济合作而言，协议书签订在前，合同书签订在后；协议书是签订合同的依据；协议书的条款原则性较强，合同的条款则更具体、更细致。协议书是由双方（或三方以上）当事人为了共同实现一定的目的，明确相互之间的权利、义务关系而制订的书面契约。协议书的订立是经济双方共同努力达成的。订立协议书时应当遵守以下基本原则：（1）要贯彻合法原则。即协议书的内容、形式和程序，均须遵守国家的法律，符合国家政策的要求，方能得到国家的承认和保护。凡违反国家政策、法令和危害国家与公共利益的协议是无效的，当事人须承担由此而产生的法律责任。（2）要贯彻平等互利、协商一致、等价有偿的原则。平等协商、自愿互利是签订协议的前提和基础，不同的机关和经济组织在职能、规模和经营能力等方面各有区别，或有领导与被领导的关系，但在订立协议时，彼此的地位是完全平等的，应充分协商、互相尊重。任何一方不得以自己的意志强加于对方，任何单位和个人也不得从中非法干预。双方取得的权利和承担的义务应当是对等的。（3）要切实履行规定的义务，信守协议书的约束。协议一经签订，即具有法律约束力。由于故意或自己的过失造成的违约，必须承担赔偿损失的责任。,6
